"distid","year","DISTRICT_NAME","SCHOOL_YEAR","FULL_NCES_CODE","COUNTY","electiontype","candidateid","first","last","winner","incumbent","minor","raceid","areaid","districtwide","notes","candidateid2","raceid2","incDefeat","repeater","ncand","nrealcand","nwins","ninc","nincDef","nminor","scatterVotes","nincDefInd","candidate_votes","total_votes","CESA"
5369,2009,"Silver Lake J1 Sch Dist","2008-09","5513860","30",1,99,"Scatter","",0,0,1,"8","8",1,"","5369-99","5369-2009-8-1",NA,0,1,1,1,1,0,0,5,0,5,536,"2"
5369,2010,"Silver Lake J1 Sch Dist","2009-10","5513860","30",1,10,"Brent","Brenner",1,1,0,"9","9",1,"","5369-10","5369-2010-9-1",0,1,3,3,2,2,0,0,9,0,238,686,"2"
5369,2010,"Silver Lake J1 Sch Dist","2009-10","5513860","30",1,12,"Susan","Kube",0,0,0,"9","9",1,"","5369-12","5369-2010-9-1",NA,0,3,3,2,2,0,0,9,0,218,686,"2"
5369,2010,"Silver Lake J1 Sch Dist","2009-10","5513860","30",1,11,"James","Walker",1,1,0,"9","9",1,"","5369-11","5369-2010-9-1",0,1,3,3,2,2,0,0,9,0,221,686,"2"
5369,2010,"Silver Lake J1 Sch Dist","2009-10","5513860","30",1,99,"Scatter","",0,0,1,"9","9",1,"","5369-99","5369-2010-9-1",NA,0,3,3,2,2,0,0,9,0,9,686,"2"
5369,2011,"Silver Lake J1 Sch Dist","2010-11","5513860","30",1,99,"Scatter","",0,0,1,"10","10",1,"","5369-99","5369-2011-10-1",NA,0,4,4,2,2,0,0,11,0,11,1572,"2"
5369,2011,"Silver Lake J1 Sch Dist","2010-11","5513860","30",1,12,"Susan","Kube",0,0,0,"10","10",1,"","5369-12","5369-2011-10-1",NA,1,4,4,2,2,0,0,11,0,335,1572,"2"
5369,2011,"Silver Lake J1 Sch Dist","2010-11","5513860","30",1,1,"Chris","Willkomm",1,1,0,"10","10",1,"","5369-1","5369-2011-10-1",0,1,4,4,2,2,0,0,11,0,504,1572,"2"
5369,2011,"Silver Lake J1 Sch Dist","2010-11","5513860","30",1,2,"Mary","Vozel",1,1,0,"10","10",1,"","5369-2","5369-2011-10-1",0,1,4,4,2,2,0,0,11,0,434,1572,"2"
5369,2011,"Silver Lake J1 Sch Dist","2010-11","5513860","30",1,13,"Cliff","Moudy",0,0,0,"10","10",1,"","5369-13","5369-2011-10-1",NA,0,4,4,2,2,0,0,11,0,288,1572,"2"
5369,2012,"Silver Lake J1 Sch Dist","2011-12","5513860","30",1,9,"Dave","VanKampen",1,1,0,"11","11",1,"","5369-9","5369-2012-11-1",0,1,2,2,1,1,0,0,1,0,542,1068,"2"
5369,2012,"Silver Lake J1 Sch Dist","2011-12","5513860","30",1,14,"Bert","Christensen",0,0,0,"11","11",1,"","5369-14","5369-2012-11-1",NA,0,2,2,1,1,0,0,1,0,525,1068,"2"
5369,2012,"Silver Lake J1 Sch Dist","2011-12","5513860","30",1,99,"Scatter","",0,0,1,"11","11",1,"","5369-99","5369-2012-11-1",NA,0,2,2,1,1,0,0,1,0,1,1068,"2"
5390,2002,"Slinger Sch Dist","2001-02","5513950","66",1,1,"Bruce","Hassler",1,1,0,"1","1",1,"","5390-1","5390-2002-1-1",0,1,2,2,2,2,0,0,9,0,816,1749,"6"
5390,2002,"Slinger Sch Dist","2001-02","5513950","66",1,2,"Marilyn","Mayer",1,1,0,"1","1",1,"","5390-2","5390-2002-1-1",0,1,2,2,2,2,0,0,9,0,924,1749,"6"
5390,2002,"Slinger Sch Dist","2001-02","5513950","66",1,99,"Scatter","",0,0,1,"1","1",1,"","5390-99","5390-2002-1-1",NA,0,2,2,2,2,0,0,9,0,9,1749,"6"
5390,2003,"Slinger Sch Dist","2002-03","5513950","66",1,3,"Ken","Strupp",1,1,0,"2","2",1,"","5390-3","5390-2003-2-1",0,1,2,2,2,2,0,0,5,0,1347,2682,"6"
5390,2003,"Slinger Sch Dist","2002-03","5513950","66",1,4,"Kurt","Klwinhans",1,1,0,"2","2",1,"","5390-4","5390-2003-2-1",0,1,2,2,2,2,0,0,5,0,1330,2682,"6"
5390,2003,"Slinger Sch Dist","2002-03","5513950","66",1,99,"Scatter","",0,0,1,"2","2",1,"","5390-99","5390-2003-2-1",NA,0,2,2,2,2,0,0,5,0,5,2682,"6"
5390,2004,"Slinger Sch Dist","2003-04","5513950","66",1,5,"Jan","Prusha",0,0,0,"3","3",1,"","5390-5","5390-2004-3-1",NA,0,5,5,3,3,1,0,2,1,532,3790,"6"
5390,2004,"Slinger Sch Dist","2003-04","5513950","66",1,6,"Allen","Blank",0,1,0,"3","3",1,"","5390-6","5390-2004-3-1",1,1,5,5,3,3,1,0,2,1,592,3790,"6"
5390,2004,"Slinger Sch Dist","2003-04","5513950","66",1,7,"Gary","Feltz",1,1,0,"3","3",1,"","5390-7","5390-2004-3-1",0,1,5,5,3,3,1,0,2,1,667,3790,"6"
5390,2004,"Slinger Sch Dist","2003-04","5513950","66",1,8,"Tim","Wiedmeyer",1,1,0,"3","3",1,"","5390-8","5390-2004-3-1",0,1,5,5,3,3,1,0,2,1,1079,3790,"6"
5390,2004,"Slinger Sch Dist","2003-04","5513950","66",1,9,"Brian","Leeson",1,0,0,"3","3",1,"","5390-9","5390-2004-3-1",NA,0,5,5,3,3,1,0,2,1,918,3790,"6"
5390,2004,"Slinger Sch Dist","2003-04","5513950","66",1,99,"Scatter","",0,0,1,"3","3",1,"","5390-99","5390-2004-3-1",NA,0,5,5,3,3,1,0,2,1,2,3790,"6"
5390,2005,"Slinger Sch Dist","2004-05","5513950","66",1,10,"","Megonigle",0,0,0,"4","4",1,"","5390-10","5390-2005-4-1",NA,0,4,4,2,2,0,0,10,0,527,3064,"6"
5390,2005,"Slinger Sch Dist","2004-05","5513950","66",1,1,"Bruce","Hassler",1,1,0,"4","4",1,"","5390-1","5390-2005-4-1",0,1,4,4,2,2,0,0,10,0,872,3064,"6"
5390,2005,"Slinger Sch Dist","2004-05","5513950","66",1,2,"Marilyn","Mayer",1,1,0,"4","4",1,"","5390-2","5390-2005-4-1",0,1,4,4,2,2,0,0,10,0,1078,3064,"6"
5390,2005,"Slinger Sch Dist","2004-05","5513950","66",1,6,"Allen","Blank",0,0,0,"4","4",1,"","5390-6","5390-2005-4-1",NA,1,4,4,2,2,0,0,10,0,577,3064,"6"
5390,2005,"Slinger Sch Dist","2004-05","5513950","66",1,99,"Scatter","",0,0,1,"4","4",1,"","5390-99","5390-2005-4-1",NA,0,4,4,2,2,0,0,10,0,10,3064,"6"
5390,2006,"Slinger Sch Dist","2005-06","5513950","66",1,11,"Kim","Ramos",1,0,0,"5","5",1,"","5390-11","5390-2006-5-1",NA,0,4,4,2,1,0,0,6,0,578,2152,"6"
5390,2006,"Slinger Sch Dist","2005-06","5513950","66",1,3,"Ken","Strupp",1,1,0,"5","5",1,"","5390-3","5390-2006-5-1",0,1,4,4,2,1,0,0,6,0,666,2152,"6"
5390,2006,"Slinger Sch Dist","2005-06","5513950","66",1,12,"Larry","Hejlik",0,0,0,"5","5",1,"","5390-12","5390-2006-5-1",NA,0,4,4,2,1,0,0,6,0,529,2152,"6"
5390,2006,"Slinger Sch Dist","2005-06","5513950","66",1,6,"Allen","Blank",0,0,0,"5","5",1,"","5390-6","5390-2006-5-1",NA,1,4,4,2,1,0,0,6,0,373,2152,"6"
5390,2006,"Slinger Sch Dist","2005-06","5513950","66",1,99,"Scatter","",0,0,1,"5","5",1,"","5390-99","5390-2006-5-1",NA,0,4,4,2,1,0,0,6,0,6,2152,"6"
5390,2007,"Slinger Sch Dist","2006-07","5513950","66",1,9,"Brian","Leeson",1,1,0,"6","6",1,"","5390-9","5390-2007-6-1",0,1,4,4,3,3,0,0,15,0,1794,6605,"6"
5390,2007,"Slinger Sch Dist","2006-07","5513950","66",1,8,"Tim","Wiedmeyer",1,1,0,"6","6",1,"","5390-8","5390-2007-6-1",0,1,4,4,3,3,0,0,15,0,2131,6605,"6"
5390,2007,"Slinger Sch Dist","2006-07","5513950","66",1,7,"Gary","Feltz",1,1,0,"6","6",1,"","5390-7","5390-2007-6-1",0,1,4,4,3,3,0,0,15,0,1569,6605,"6"
5390,2007,"Slinger Sch Dist","2006-07","5513950","66",1,6,"Allen","Blank",0,0,0,"6","6",1,"","5390-6","5390-2007-6-1",NA,1,4,4,3,3,0,0,15,0,1096,6605,"6"
5390,2007,"Slinger Sch Dist","2006-07","5513950","66",1,99,"Scatter","",0,0,1,"6","6",1,"","5390-99","5390-2007-6-1",NA,0,4,4,3,3,0,0,15,0,15,6605,"6"
5390,2008,"Slinger Sch Dist","2007-08","5513950","66",1,13,"Becky","Gundrum",1,0,0,"7","7",1,"","5390-13","5390-2008-7-1",NA,0,3,3,2,1,0,0,4,0,1296,3150,"6"
5390,2008,"Slinger Sch Dist","2007-08","5513950","66",1,1,"Bruce","Hassler",1,1,0,"7","7",1,"","5390-1","5390-2008-7-1",0,1,3,3,2,1,0,0,4,0,1127,3150,"6"
5390,2008,"Slinger Sch Dist","2007-08","5513950","66",1,6,"Allen","Blank",0,0,0,"7","7",1,"","5390-6","5390-2008-7-1",NA,1,3,3,2,1,0,0,4,0,723,3150,"6"
5390,2008,"Slinger Sch Dist","2007-08","5513950","66",1,99,"Scatter","",0,0,1,"7","7",1,"","5390-99","5390-2008-7-1",NA,0,3,3,2,1,0,0,4,0,4,3150,"6"
5390,2009,"Slinger Sch Dist","2008-09","5513950","66",1,11,"Kim","Ramos",1,1,0,"8","8",1,"","5390-11","5390-2009-8-1",0,1,2,2,2,2,0,0,9,0,1108,2467,"6"
5390,2009,"Slinger Sch Dist","2008-09","5513950","66",1,3,"Ken","Strupp",1,1,0,"8","8",1,"","5390-3","5390-2009-8-1",0,1,2,2,2,2,0,0,9,0,1350,2467,"6"
5390,2009,"Slinger Sch Dist","2008-09","5513950","66",1,99,"Scatter","",0,0,1,"8","8",1,"","5390-99","5390-2009-8-1",NA,0,2,2,2,2,0,0,9,0,9,2467,"6"
5390,2010,"Slinger Sch Dist","2009-10","5513950","66",1,99,"Scatter","",0,0,1,"9","9",1,"","5390-99","5390-2010-9-1",NA,0,3,3,3,3,0,0,16,0,16,1653,"6"
5390,2010,"Slinger Sch Dist","2009-10","5513950","66",1,7,"Gary","Feltz",1,1,0,"9","9",1,"","5390-7","5390-2010-9-1",0,1,3,3,3,3,0,0,16,0,499,1653,"6"
5390,2010,"Slinger Sch Dist","2009-10","5513950","66",1,9,"Brian","Leeson",1,1,0,"9","9",1,"","5390-9","5390-2010-9-1",0,1,3,3,3,3,0,0,16,0,546,1653,"6"
5390,2010,"Slinger Sch Dist","2009-10","5513950","66",1,8,"Tim","Wiedmeyer",1,1,0,"9","9",1,"","5390-8","5390-2010-9-1",0,1,3,3,3,3,0,0,16,0,592,1653,"6"
5390,2011,"Slinger Sch Dist","2010-11","5513950","66",1,1,"Bruce","Hassler",1,1,0,"10","10",1,"","5390-1","5390-2011-10-1",0,1,3,3,2,2,0,0,25,0,2373,6480,"6"
5390,2011,"Slinger Sch Dist","2010-11","5513950","66",1,14,"Tom","Matasek",0,0,0,"10","10",1,"","5390-14","5390-2011-10-1",NA,0,3,3,2,2,0,0,25,0,1427,6480,"6"
5390,2011,"Slinger Sch Dist","2010-11","5513950","66",1,13,"Becky","Gundrum",1,1,0,"10","10",1,"","5390-13","5390-2011-10-1",0,1,3,3,2,2,0,0,25,0,2655,6480,"6"
5390,2011,"Slinger Sch Dist","2010-11","5513950","66",1,99,"Scatter","",0,0,1,"10","10",1,"","5390-99","5390-2011-10-1",NA,0,3,3,2,2,0,0,25,0,25,6480,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,3,"Ken","Strupp",1,1,0,"11","11",1,"","5390-3","5390-2012-11-2",0,1,6,6,4,1,0,0,3,0,423,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,15,"Cherie","Rhodes",1,0,0,"11","11",1,"","5390-15","5390-2012-11-2",NA,0,6,6,4,1,0,0,3,0,342,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,16,"Candi","Martin",1,0,0,"11","11",1,"","5390-16","5390-2012-11-2",NA,0,6,6,4,1,0,0,3,0,160,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,14,"Tom","Matasek",0,0,0,"11","11",1,"","5390-14","5390-2012-11-2",NA,1,6,6,4,1,0,0,3,0,124,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,17,"Cheryl","Korinek",1,0,0,"11","11",1,"","5390-17","5390-2012-11-2",NA,0,6,6,4,1,0,0,3,0,211,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,18,"Mark","Hammer",0,0,0,"11","11",1,"","5390-18","5390-2012-11-2",NA,0,6,6,4,1,0,0,3,0,113,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",2,99,"Scatter","",0,0,1,"11","11",1,"","5390-99","5390-2012-11-2",NA,0,6,6,4,1,0,0,3,0,3,1376,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",1,3,"Ken","Strupp",1,1,0,"12","12",1,"","5390-3","5390-2012-12-1",0,1,4,4,2,1,0,0,18,0,1940,5119,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",1,15,"Cherie","Rhodes",1,0,0,"12","12",1,"","5390-15","5390-2012-12-1",NA,0,4,4,2,1,0,0,18,0,1219,5119,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",1,16,"Candi","Martin",0,0,0,"12","12",1,"","5390-16","5390-2012-12-1",NA,0,4,4,2,1,0,0,18,0,1072,5119,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",1,17,"Cheryl","Korinek",0,0,0,"12","12",1,"","5390-17","5390-2012-12-1",NA,0,4,4,2,1,0,0,18,0,870,5119,"6"
5390,2012,"Slinger Sch Dist","2011-12","5513950","66",1,99,"Scatter","",0,0,1,"12","12",1,"","5390-99","5390-2012-12-1",NA,0,4,4,2,1,0,0,18,0,18,5119,"6"
5397,2002,"Solon Springs Sch Dist","2001-02","5513980","16",1,1,"George ","Fairfield",1,1,0,"1","1",1,"","5397-1","5397-2002-1-1",0,1,2,2,2,2,0,0,0,0,239,466,"12"
5397,2002,"Solon Springs Sch Dist","2001-02","5513980","16",1,2,"Lucy","Linsmeyer",1,1,0,"1","1",1,"","5397-2","5397-2002-1-1",0,1,2,2,2,2,0,0,0,0,227,466,"12"
5397,2003,"Solon Springs Sch Dist","2002-03","5513980","16",1,99,"Scatter","Scatter",0,0,1,"2","2",1,"","5397-99","5397-2003-2-1",NA,0,2,2,2,2,0,0,18,0,18,502,"12"
5397,2003,"Solon Springs Sch Dist","2002-03","5513980","16",1,3,"Sharon","Bavlnka",1,1,0,"2","2",1,"","5397-3","5397-2003-2-1",0,1,2,2,2,2,0,0,18,0,219,502,"12"
5397,2003,"Solon Springs Sch Dist","2002-03","5513980","16",1,4,"Gitzy","Wicklund",1,1,0,"2","2",1,"","5397-4","5397-2003-2-1",0,1,2,2,2,2,0,0,18,0,265,502,"12"
5397,2004,"Solon Springs Sch Dist","2003-04","5513980","16",1,5,"Thomas","Stewart",1,0,0,"3","3",1,"","5397-5","5397-2004-3-1",NA,0,1,1,1,0,0,0,2,0,236,238,"12"
5397,2004,"Solon Springs Sch Dist","2003-04","5513980","16",1,99,"Scatter","Scatter",0,0,1,"3","3",1,"","5397-99","5397-2004-3-1",NA,0,1,1,1,0,0,0,2,0,2,238,"12"
5397,2005,"Solon Springs Sch Dist","2004-05","5513980","16",1,1,"George ","Fairfield",1,1,0,"4","4",1,"","5397-1","5397-2005-4-1",0,1,3,3,2,2,0,0,0,0,244,664,"12"
5397,2005,"Solon Springs Sch Dist","2004-05","5513980","16",1,6,"Romine","Deming",0,0,0,"4","4",1,"","5397-6","5397-2005-4-1",NA,0,3,3,2,2,0,0,0,0,199,664,"12"
5397,2005,"Solon Springs Sch Dist","2004-05","5513980","16",1,2,"Lucy","Linsmeyer",1,1,0,"4","4",1,"","5397-2","5397-2005-4-1",0,1,3,3,2,2,0,0,0,0,221,664,"12"
5397,2006,"Solon Springs Sch Dist","2005-06","5513980","16",1,6,"Romine","Deming",1,0,0,"5","5",1,"","5397-6","5397-2006-5-1",NA,1,2,2,2,1,0,0,4,0,310,637,"12"
5397,2006,"Solon Springs Sch Dist","2005-06","5513980","16",1,4,"Gitzy","Wicklund",1,1,0,"5","5",1,"","5397-4","5397-2006-5-1",0,1,2,2,2,1,0,0,4,0,323,637,"12"
5397,2006,"Solon Springs Sch Dist","2005-06","5513980","16",1,99,"Scatter","Scatter",0,0,1,"5","5",1,"","5397-99","5397-2006-5-1",NA,0,2,2,2,1,0,0,4,0,4,637,"12"
5397,2007,"Solon Springs Sch Dist","2006-07","5513980","16",1,7,"Sharon","LaRose",0,0,0,"6","6",1,"","5397-7","5397-2007-6-1",NA,0,2,2,1,0,0,0,0,0,191,461,"12"
5397,2007,"Solon Springs Sch Dist","2006-07","5513980","16",1,8,"Steve","Long",1,0,0,"6","6",1,"","5397-8","5397-2007-6-1",NA,0,2,2,1,0,0,0,0,0,270,461,"12"
5397,2008,"Solon Springs Sch Dist","2007-08","5513980","16",1,99,"Scatter","Scatter",0,0,1,"7","7",1,"","5397-99","5397-2008-7-1",NA,0,2,2,2,2,0,0,14,0,14,544,"12"
5397,2008,"Solon Springs Sch Dist","2007-08","5513980","16",1,1,"George ","Fairfield",1,1,0,"7","7",1,"","5397-1","5397-2008-7-1",0,1,2,2,2,2,0,0,14,0,286,544,"12"
5397,2008,"Solon Springs Sch Dist","2007-08","5513980","16",1,2,"Lucy","Linsmeyer",1,1,0,"7","7",1,"","5397-2","5397-2008-7-1",0,1,2,2,2,2,0,0,14,0,244,544,"12"
5397,2009,"Solon Springs Sch Dist","2008-09","5513980","16",1,4,"Gitzy","Wicklund",1,1,0,"8","8",1,"","5397-4","5397-2009-8-1",0,1,2,2,2,2,0,0,19,0,374,734,"12"
5397,2009,"Solon Springs Sch Dist","2008-09","5513980","16",1,6,"Romine","Deming",1,1,0,"8","8",1,"","5397-6","5397-2009-8-1",0,1,2,2,2,2,0,0,19,0,341,734,"12"
5397,2009,"Solon Springs Sch Dist","2008-09","5513980","16",1,99,"Scatter","Scatter",0,0,1,"8","8",1,"","5397-99","5397-2009-8-1",NA,0,2,2,2,2,0,0,19,0,19,734,"12"
5397,2010,"Solon Springs Sch Dist","2009-10","5513980","16",1,7,"Sharon","LaRose",0,0,1,"9","9",1,"","5397-7","5397-2010-9-1",NA,1,2,2,1,1,0,1,0,0,5,142,"12"
5397,2010,"Solon Springs Sch Dist","2009-10","5513980","16",1,8,"Steve","Long",1,1,0,"9","9",1,"","5397-8","5397-2010-9-1",0,1,2,2,1,1,0,1,0,0,137,142,"12"
5397,2011,"Solon Springs Sch Dist","2010-11","5513980","16",1,9,"Matt","Blaylock",1,0,0,"10","10",1,"","5397-9","5397-2011-10-1",NA,0,2,2,2,1,0,0,12,0,507,921,"12"
5397,2011,"Solon Springs Sch Dist","2010-11","5513980","16",1,2,"Lucy","Linsmeyer",1,1,0,"10","10",1,"","5397-2","5397-2011-10-1",0,1,2,2,2,1,0,0,12,0,402,921,"12"
5397,2011,"Solon Springs Sch Dist","2010-11","5513980","16",1,99,"Scatter","Scatter",0,0,1,"10","10",1,"","5397-99","5397-2011-10-1",NA,0,2,2,2,1,0,0,12,0,12,921,"12"
5397,2012,"Solon Springs Sch Dist","2011-12","5513980","16",1,4,"Gitzy","Wicklund",1,1,0,"11","11",1,"","5397-4","5397-2012-11-1",0,1,2,2,2,2,0,0,13,0,301,578,"12"
5397,2012,"Solon Springs Sch Dist","2011-12","5513980","16",1,6,"Romine","Deming",1,1,0,"11","11",1,"","5397-6","5397-2012-11-1",0,1,2,2,2,2,0,0,13,0,264,578,"12"
5397,2012,"Solon Springs Sch Dist","2011-12","5513980","16",1,99,"Scatter","Scatter",0,0,1,"11","11",1,"","5397-99","5397-2012-11-1",NA,0,2,2,2,2,0,0,13,0,13,578,"12"
5439,2002,"South Milwaukee Sch Dist","2001-02","5514040","40",1,1,"Dennis","Orlowski",1,1,0,"1","1",1,"","5439-1","5439-2002-1-1",0,1,3,3,3,2,0,0,0,0,2787,7995,"1"
5439,2002,"South Milwaukee Sch Dist","2001-02","5514040","40",1,2,"Michael","Stritchko",1,1,0,"1","1",1,"","5439-2","5439-2002-1-1",0,1,3,3,3,2,0,0,0,0,2697,7995,"1"
5439,2002,"South Milwaukee Sch Dist","2001-02","5514040","40",1,3,"Thomas","Arend",1,0,0,"1","1",1,"","5439-3","5439-2002-1-1",NA,0,3,3,3,2,0,0,0,0,2511,7995,"1"
5439,2003,"South Milwaukee Sch Dist","2002-03","5514040","40",2,4,"Kay","Lussier",1,0,0,"2","2",1,"","5439-4","5439-2003-2-2",NA,0,4,4,2,1,1,0,0,1,575,2227,"1"
5439,2003,"South Milwaukee Sch Dist","2002-03","5514040","40",2,5,"David","Maass",1,0,0,"2","2",1,"","5439-5","5439-2003-2-2",NA,0,4,4,2,1,1,0,0,1,556,2227,"1"
5439,2003,"South Milwaukee Sch Dist","2002-03","5514040","40",2,6,"Thomas","Seney",0,0,0,"2","2",1,"","5439-6","5439-2003-2-2",NA,0,4,4,2,1,1,0,0,1,551,2227,"1"
5439,2003,"South Milwaukee Sch Dist","2002-03","5514040","40",2,7,"John","Haslam",0,1,0,"2","2",1,"","5439-7","5439-2003-2-2",1,1,4,4,2,1,1,0,0,1,545,2227,"1"
5439,2003,"South Milwaukee Sch Dist","2002-03","5514040","40",1,4,"Kay","Lussier",1,0,0,"3","3",1,"","5439-4","5439-2003-3-1",NA,0,2,2,2,0,0,0,0,0,1858,3471,"1"
5439,2003,"South Milwaukee Sch Dist","2002-03","5514040","40",1,5,"David","Maass",1,0,0,"3","3",1,"","5439-5","5439-2003-3-1",NA,0,2,2,2,0,0,0,0,0,1613,3471,"1"
5439,2004,"South Milwaukee Sch Dist","2003-04","5514040","40",1,9,"Therese","Travia",1,1,0,"4","4",1,"","5439-9","5439-2004-4-1",0,1,2,2,2,2,0,0,0,0,2882,5845,"1"
5439,2004,"South Milwaukee Sch Dist","2003-04","5514040","40",1,8,"Steven","Skowronski",1,1,0,"4","4",1,"","5439-8","5439-2004-4-1",0,1,2,2,2,2,0,0,0,0,2963,5845,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",1,10,"Brett","Briesemeister",1,0,0,"6","6",1,"","5439-10","5439-2005-6-1",NA,0,3,3,3,0,0,0,0,0,1739,4285,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,14,"Noah","Skowronski",0,0,0,"5","5",1,"","5439-14","5439-2005-5-2",NA,0,9,9,4,2,2,0,0,1,252,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,10,"Brett","Briesemeister",1,0,0,"5","5",1,"","5439-10","5439-2005-5-2",NA,0,9,9,4,2,2,0,0,1,1032,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,7,"John","Haslam",1,0,0,"5","5",1,"","5439-7","5439-2005-5-2",NA,1,9,9,4,2,2,0,0,1,786,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,6,"Thomas","Seney",1,0,0,"5","5",1,"","5439-6","5439-2005-5-2",NA,1,9,9,4,2,2,0,0,1,782,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,11,"Patricia","Bordak",1,0,0,"5","5",1,"","5439-11","5439-2005-5-2",NA,0,9,9,4,2,2,0,0,1,635,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,2,"Michael","Stritchko",0,1,0,"5","5",1,"","5439-2","5439-2005-5-2",1,1,9,9,4,2,2,0,0,1,401,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,3,"Thomas","Arend",0,1,0,"5","5",1,"","5439-3","5439-2005-5-2",1,1,9,9,4,2,2,0,0,1,338,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,12,"Joyce","Miller",0,0,0,"5","5",1,"","5439-12","5439-2005-5-2",NA,0,9,9,4,2,2,0,0,1,275,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",2,13,"Russ","Burkel",0,0,0,"5","5",1,"","5439-13","5439-2005-5-2",NA,0,9,9,4,2,2,0,0,1,261,4762,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",1,7,"John","Haslam",1,0,0,"6","6",1,"","5439-7","5439-2005-6-1",NA,1,3,3,3,0,0,0,0,0,1304,4285,"1"
5439,2005,"South Milwaukee Sch Dist","2004-05","5514040","40",1,11,"Patricia","Bordak",1,0,0,"6","6",1,"","5439-11","5439-2005-6-1",NA,0,3,3,3,0,0,0,0,0,1242,4285,"1"
5439,2006,"South Milwaukee Sch Dist","2005-06","5514040","40",1,4,"Kay","Lussier",1,1,0,"7","7",1,"","5439-4","5439-2006-7-1",0,1,2,2,2,2,0,0,0,0,3219,6130,"1"
5439,2006,"South Milwaukee Sch Dist","2005-06","5514040","40",1,5,"David","Maass",1,1,0,"7","7",1,"","5439-5","5439-2006-7-1",0,1,2,2,2,2,0,0,0,0,2911,6130,"1"
5439,2007,"South Milwaukee Sch Dist","2006-07","5514040","40",1,9,"Therese","Travia",1,1,0,"8","8",1,"","5439-9","5439-2007-8-1",0,1,2,2,2,1,0,0,0,0,1992,2674,"1"
5439,2007,"South Milwaukee Sch Dist","2006-07","5514040","40",1,15,"Kristin","Drenzek",1,0,0,"8","8",1,"","5439-15","5439-2007-8-1",NA,0,2,2,2,1,0,0,0,0,682,2674,"1"
5439,2008,"South Milwaukee Sch Dist","2007-08","5514040","40",1,10,"Brett","Briesemeister",1,1,0,"9","9",1,"","5439-10","5439-2008-9-1",0,1,3,3,3,3,0,0,0,0,2900,8190,"1"
5439,2008,"South Milwaukee Sch Dist","2007-08","5514040","40",1,11,"Patricia","Bordak",1,1,0,"9","9",1,"","5439-11","5439-2008-9-1",0,1,3,3,3,3,0,0,0,0,2778,8190,"1"
5439,2008,"South Milwaukee Sch Dist","2007-08","5514040","40",1,7,"John","Haslam",1,1,0,"9","9",1,"","5439-7","5439-2008-9-1",0,1,3,3,3,3,0,0,0,0,2512,8190,"1"
5439,2009,"South Milwaukee Sch Dist","2008-09","5514040","40",1,18,"Nick","Szablewski",0,0,0,"10","10",1,"","5439-18","5439-2009-10-1",NA,0,4,4,2,1,0,0,0,0,728,4463,"1"
5439,2009,"South Milwaukee Sch Dist","2008-09","5514040","40",1,17,"Zachary","Wisniewski",0,0,0,"10","10",1,"","5439-17","5439-2009-10-1",NA,0,4,4,2,1,0,0,0,0,1041,4463,"1"
5439,2009,"South Milwaukee Sch Dist","2008-09","5514040","40",1,5,"David","Maass",1,1,0,"10","10",1,"","5439-5","5439-2009-10-1",0,1,4,4,2,1,0,0,0,0,1423,4463,"1"
5439,2009,"South Milwaukee Sch Dist","2008-09","5514040","40",1,16,"Kathee","Molus",1,0,0,"10","10",1,"","5439-16","5439-2009-10-1",NA,0,4,4,2,1,0,0,0,0,1271,4463,"1"
5439,2011,"South Milwaukee Sch Dist","2010-11","5514040","40",1,11,"Patricia","Bordak",1,1,0,"11","11",1,"","5439-11","5439-2011-11-1",0,1,3,3,3,2,0,0,0,0,2937,7825,"1"
5439,2011,"South Milwaukee Sch Dist","2010-11","5514040","40",1,7,"John","Haslam",1,1,0,"11","11",1,"","5439-7","5439-2011-11-1",0,1,3,3,3,2,0,0,0,0,2811,7825,"1"
